state.abb,state.name,id_22,year_22,name,category_22,total_liabilities_22,current_liabilities_22,total_assets_22,current_assets_22,compensated_absences_22,expenses_22,revenues_22,unrestricted_22,ncesID,name_nces_22,enrollment_20_22,fte_20_22,revenue_nces_20_22,expenditure_nces_20_22,enrollment_21_22,fte_21_22,revenue_nces_21_22,expenditure_nces_21_22,county_22,city_22,zip_22,zip4_22,locale_22,latitude_22,longitude_22,congresstional_code_22,metro_code_22,enrollment_22_22,fte_22_22,url_22,modified_revenues_22,net_pension_liability_22,net_opeb_liability_22,assets_liab_ratio_22,name_state,state.abb_20,state.name_20,id_20,year_20,name_20,category_20,total_liabilities_20,current_liabilities_20,total_assets_20,current_assets_20,compensated_absences_20,expenses_20,revenues_20,unrestricted_20,name_nces_20,enrollment_20_20,fte_20_20,revenue_nces_20_20,expenditure_nces_20_20,enrollment_21_20,fte_21_20,revenue_nces_21_20,expenditure_nces_21_20,county_20,city_20,zip_20,zip4_20,locale_20,latitude_20,longitude_20,congresstional_code_20,metro_code_20,enrollment_22_20,fte_22_20,url_20,modified_revenues_20,net_pension_liability_20,net_opeb_liability_20,assets_liab_ratio_20,name_state_20,total_liabilities_growth,expenses_growth,net_opeb_liability_growth,net_pension_liability_growth,revenues_growth,total_assets_growth,assets_liab_ratio_growth
TX,Texas,39194,2022,Fort Worth Independent School District,School District,2010367300,234785642,2568462312,830414160,5857986,1023582315,1184225922,0,4819700,fort worth isd,82891,5569.24,1029305000,1111041000,76858,5488.23,1140461000,1268455000,Tarrant County,Fort Worth,76107,3010,11-City: Large,32.760407,-97.360455,4812,1-Metropolitan Area,74850,5069.52,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Fort%20Worth%20Independent%20School%20District/TX%20Fort%20Worth%20Independent%20School%20District%202022.pdf,-74142035,137291685,266947488,0.7827123997916774,"Fort Worth, TX",TX,Texas,39194,2020,Fort Worth Independent School District,School District,2010513068,234239862,2049000000,0,8385936,1074969265,1118553390,-463570684,fort worth isd,82891,5569.24,1029305000,1111041000,76858,5488.23,1140461000,1268455000,Tarrant County,Fort Worth,76107,3010,11-City: Large,32.760407,-97.360455,4812,1-Metropolitan Area,74850,5069.52,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Fort%20Worth%20Independent%20School%20District/TX%20Fort%20Worth%20Independent%20School%20District%202020.pdf,-190655737,305150969,352419124,0.9812167242557345,"Fort Worth, TX",-0.007250288611404341,-4.780318067977507,-0.24252837084970452,-55.00860264350005,0.058712022677791,0.25351991800878476,-0.20230426118615658
TX,Texas,39211,2022,Austin Independent School District,School District,2497215287,313241796,2842298602,1013409208,1584097,1806248529,1904957717,0,4808940,austin isd,80911,5484.07,1698034000,1951250000,74871,5508.22,1634054000,2001453000,Travis County,Austin,78704,NA,11-City: Large,30.218592,-97.753379,4835,1-Metropolitan Area,74602,5238.78,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Austin%20Independent%20School%20District/TX%20Austin%20Independent%20School%20District%202022.pdf,-214532608,118923950,261315475,0.8785900556833894,"Austin, TX",TX,Texas,39211,2020,Austin Independent School District,School District,2497995416,804135841,2718320138,0,0,1672957566,1757890245,-489244182,austin isd,80911,5484.07,1698034000,1951250000,74871,5508.22,1634054000,2001453000,Travis County,Austin,78704,NA,11-City: Large,30.218592,-97.753379,4835,1-Metropolitan Area,74602,5238.78,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Austin%20Independent%20School%20District/TX%20Austin%20Independent%20School%20District%202020.pdf,-719203162,118517031,302775488,0.918948206681019,"Austin, TX",-0.031230201424837206,7.967384571426721,-0.13693318859418369,0.34334221551668803,0.08366135054125634,0.04560848527988943,-0.043917764574993565
TX,Texas,38940,2022,Fort Bend Independent School District,School District,2238763485,163137623,2024515560,257159635,3422701,979717663,983531628,0,4819650,fort bend isd,77756,4876.16,907541000,1060750000,76735,5054.75,920232000,1165638000,Fort Bend County,Sugar Land,77479,2308,21-Suburb: Large,29.58887,-95.622211,4822,1-Metropolitan Area,77545,5019.98,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Fort%20Bend%20Independent%20School%20District/TX%20Fort%20Bend%20Independent%20School%20District%202022.pdf,-159323658,114694828,226752430,1.105826761341365,"Sugar Land, TX",TX,Texas,38940,2020,Fort Bend Independent School District,School District,1939809685,215688777,1678760428,0,3783094,1063607180,971061938,-433950450,fort bend isd,77756,4876.16,907541000,1060750000,76735,5054.75,920232000,1165638000,Fort Bend County,Sugar Land,77479,2308,21-Suburb: Large,29.58887,-95.622211,4822,1-Metropolitan Area,77545,5019.98,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Fort%20Bend%20Independent%20School%20District/TX%20Fort%20Bend%20Independent%20School%20District%202020.pdf,-308234019,206732032,270110960,1.155501197577669,"Sugar Land, TX",15.411501566969443,-7.887265014514099,-0.1605211798884429,-44.52004999399416,0.01284129210715702,0.20595859077516926,-0.042989515147573015
TX,Texas,38981,2022,Aldine Independent School District,School District,1539488436,133444655,1867178470,642956131,7853432,780810740,902727160,0,4807710,aldine isd,67259,4200.14,808024000,771454000,63302,4243.82,884055000,818824000,Harris County,Houston,77073,NA,21-Suburb: Large,30.003612,-95.389625,4818,1-Metropolitan Area,61633,3990.7,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Aldine%20Independent%20School%20District/TX%20Aldine%20Independent%20School%20District%202022.pdf,-11528235,100160353,198628115,0.8244998861838847,"Houston, TX",TX,Texas,38981,2020,Aldine Independent School District,School District,1730907415,114330645,1768391565,0,8142914,838250145,850679006,0,aldine isd,67259,4200.14,808024000,771454000,63302,4243.82,884055000,818824000,Harris County,Houston,77073,NA,21-Suburb: Large,30.003612,-95.389625,4818,1-Metropolitan Area,61633,3990.7,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Aldine%20Independent%20School%20District/TX%20Aldine%20Independent%20School%20District%202020.pdf,-101901784,206674704,244402754,0.9788032522084553,"Houston, TX",-11.058880292566082,-6.852298844517349,-0.18729182978028144,-51.537197798526904,0.0611842465053146,0.05586257419181933,-0.1576449257564468
TX,Texas,39105,2022,Conroe Independent School District,School District,2180487749,105883090,2305939779,655098521,711278,753057341,796588711,0,4815000,conroe isd,64799,3930.12,712178000,715341000,64563,4110.6,769389000,825633000,Montgomery County,Conroe,77304,NA,12-City: Mid-size,30.320576,-95.486046,4808,1-Metropolitan Area,67761,4239.57,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Conroe%20Independent%20School%20District/TX%20Conroe%20Independent%20School%20District%202022.pdf,-62351720,86473036,172908251,0.9455961377905524,"Conroe, TX",TX,Texas,39105,2020,Conroe Independent School District,School District,1873250052,72430287,1771154694,0,294419,730581396,742306470,0,conroe isd,64799,3930.12,712178000,715341000,64563,4110.6,769389000,825633000,Montgomery County,Conroe,77304,NA,12-City: Mid-size,30.320576,-95.486046,4808,1-Metropolitan Area,67761,4239.57,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Conroe%20Independent%20School%20District/TX%20Conroe%20Independent%20School%20District%202020.pdf,-60705213,169824823,205866828,1.0576433884323375,"Conroe, TX",16.401317948555434,3.076446392292201,-0.16009658923777656,-49.08103864180091,0.07312645543827741,0.30194148868625026,-0.10594048227149988
TX,Texas,38819,2022,North East Independent School District,School District,1856368896,109611476,1941826628,526522038,4229425,739975203,843447483,0,4832940,north east isd,64539,4255.59,759969000,769730000,60483,4224.64,773233000,713563000,Bexar County,San Antonio,78217,NA,11-City: Large,29.521666,-98.456886,4821,1-Metropolitan Area,59830,4001.53,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/North%20East%20Independent%20School%20District/TX%20North%20East%20Independent%20School%20District%202022.pdf,-6139196,81593041,183769031,0.9559910597744672,"San Antonio, TX",TX,Texas,38819,2020,North East Independent School District,School District,2132074073,113954179,1972781572,0,5217375,836862448,803857410,0,north east isd,64539,4255.59,759969000,769730000,60483,4224.64,773233000,713563000,Bexar County,San Antonio,78217,NA,11-City: Large,29.521666,-98.456886,4821,1-Metropolitan Area,59830,4001.53,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/North%20East%20Independent%20School%20District/TX%20North%20East%20Independent%20School%20District%202020.pdf,-146959217,184611924,237167621,1.080745128229533,"San Antonio, TX",-12.931313245231701,-11.57743966544906,-0.22515126548408562,-55.80294098446209,0.04925011887369428,-0.01569101437247205,-0.11543338498267104
TX,Texas,38875,2022,Frisco Independent School District,School District,2989594645,148731789,2632260075,809888582,0,832571939,828768034,0,4820010,frisco isd,62705,4279.4,733330000,800767000,63493,4388.91,741665000,877989000,Collin County,Frisco,75035,NA,21-Suburb: Large,33.124631,-96.796882,4803,1-Metropolitan Area,65825,4407.63,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Frisco%20Independent%20School%20District/TX%20Frisco%20Independent%20School%20District%202022.pdf,-152535694,87846717,167202174,1.1357520001134387,"Frisco, TX",TX,Texas,38875,2020,Frisco Independent School District,School District,2771800196,142173875,2305335478,0,0,832675941,820388165,0,frisco isd,62705,4279.4,733330000,800767000,63493,4388.91,741665000,877989000,Collin County,Frisco,75035,NA,21-Suburb: Large,33.124631,-96.796882,4803,1-Metropolitan Area,65825,4407.63,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Frisco%20Independent%20School%20District/TX%20Frisco%20Independent%20School%20District%202020.pdf,-154461651,182078056,195016124,1.2023413609218745,"Frisco, TX",7.8575089688751865,-0.012490093069711976,-0.14262384786193372,-51.75326509417477,0.010214517173099395,0.14181215711113088,-0.05538307420230438
TX,Texas,39189,2022,Arlington Independent School District,School District,1768016847,127435032,2082573097,961742239,0,735907670,791863327,0,4808700,arlington isd,59532,4039.63,723448000,733561000,56840,4114.71,735050000,780567000,Tarrant County,Arlington,76011,NA,11-City: Large,32.70982,-97.124471,4806,1-Metropolitan Area,56311,3923.88,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Arlington%20Independent%20School%20District/TX%20Arlington%20Independent%20School%20District%202022.pdf,-71479375,94001973,184805089,0.8489578827013917,"Arlington, TX",TX,Texas,39189,2020,Arlington Independent School District,School District,1643859113,109491434,1429197705,0,0,756774370,759674721,0,arlington isd,59532,4039.63,723448000,733561000,56840,4114.71,735050000,780567000,Tarrant County,Arlington,76011,NA,11-City: Large,32.70982,-97.124471,4806,1-Metropolitan Area,56311,3923.88,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Arlington%20Independent%20School%20District/TX%20Arlington%20Independent%20School%20District%202020.pdf,-106591083,202083399,231749147,1.1501971401500397,"Arlington, TX",7.552820860263103,-2.7573211814771157,-0.20256410264155147,-53.48357486801773,0.04237156392097454,0.45716235739407374,-0.26190228347233785
TX,Texas,38895,2022,Garland Independent School District,School District,801473441,90945128,1306236242,526591944,1912767,621571261,698694619,0,4820340,garland isd,55701,3594.08,662541000,617003000,53921,3609.3,646979000,611815000,Dallas County,Garland,75042,7108,21-Suburb: Large,32.90868,-96.683861,4805,1-Metropolitan Area,53674,3448.14,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Garland%20Independent%20School%20District/TX%20Garland%20Independent%20School%20District%202022.pdf,-13821770,80131846,158355733,0.6135746469358795,"Garland, TX",TX,Texas,38895,2020,Garland Independent School District,School District,1028867238,78668996,1327396421,0,1151090,653022063,692323253,0,garland isd,55701,3594.08,662541000,617003000,53921,3609.3,646979000,611815000,Dallas County,Garland,75042,7108,21-Suburb: Large,32.90868,-96.683861,4805,1-Metropolitan Area,53674,3448.14,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Garland%20Independent%20School%20District/TX%20Garland%20Independent%20School%20District%202020.pdf,-39367806,176503815,204393433,0.7751017116837623,"Garland, TX",-22.101374074465376,-4.816192864221803,-0.22524060251974926,-54.60050197781844,0.009202877373237672,-0.01594111500169549,-0.2083946691292885
TX,Texas,38929,2022,El Paso Independent School District,School District,1455178794,151037268,1656410853,443474513,10646460,636466517,694964092,0,4818300,el paso isd,55253,3828.65,688716000,871968000,50661,3730.52,676551000,877310000,El Paso County,El Paso,79902,NA,11-City: Large,31.765784,-106.491527,4816,1-Metropolitan Area,50769,3511.69,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/El%20Paso%20Independent%20School%20District/TX%20El%20Paso%20Independent%20School%20District%202022.pdf,-92539693,74746455,162029167,0.8785131969912298,"El Paso, TX",TX,Texas,38929,2020,El Paso Independent School District,School District,1635139177,162416367,1645134865,0,10963143,709583644,713146693,-291553437,el paso isd,55253,3828.65,688716000,871968000,50661,3730.52,676551000,877310000,El Paso County,El Paso,79902,NA,11-City: Large,31.765784,-106.491527,4816,1-Metropolitan Area,50769,3511.69,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/El%20Paso%20Independent%20School%20District/TX%20El%20Paso%20Independent%20School%20District%202020.pdf,-158853318,165283406,214670423,0.9939240920530853,"El Paso, TX",-11.005814399858881,-10.30422947572901,-0.24521895128515211,-54.77679410841764,-0.02549629855746944,0.00685414201588877,-0.11611640766596033
TX,Texas,38991,2022,Klein Independent School District,School District,1451632789,92691281,1653374880,476986499,2820116,606175507,667137983,0,4825740,klein isd,54096,3530.5,594459000,555899000,52824,3617.09,629979000,618854000,Harris County,Klein,77379,3299,21-Suburb: Large,30.04787,-95.533248,4802,1-Metropolitan Area,53294,3653.1,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Klein%20Independent%20School%20District/TX%20Klein%20Independent%20School%20District%202022.pdf,-31728805,77661481,155117901,0.8779816401952351,"Klein, TX",TX,Texas,38991,2020,Klein Independent School District,School District,1688085132,93750833,1676612422,0,3764296,572606002,622051034,-112955072,klein isd,54096,3530.5,594459000,555899000,52824,3617.09,629979000,618854000,Harris County,Klein,77379,3299,21-Suburb: Large,30.04787,-95.533248,4802,1-Metropolitan Area,53294,3653.1,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Klein%20Independent%20School%20District/TX%20Klein%20Independent%20School%20District%202020.pdf,-44305801,171536152,192705677,1.006842791959226,"Klein, TX",-14.007133794245158,5.8625835011767835,-0.19505276951441342,-54.725881340745005,0.07248110932325852,-0.01385981738837433,-0.12798537447265096
TX,Texas,38993,2022,Pasadena Independent School District,School District,1125132099,102934443,1393032636,311387594,194745,681521250,731622584,-201110592,4834320,pasadena isd,52878,3736.03,648851000,656620000,50614,3752.34,671489000,654920000,Harris County,Pasadena,77502,NA,21-Suburb: Large,29.678147,-95.191679,4829,1-Metropolitan Area,49326,3828.17,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Pasadena%20Independent%20School%20District/TX%20Pasadena%20Independent%20School%20District%202022.pdf,-52833109,92055497,177646693,0.8076853836179614,"Pasadena, TX",TX,Texas,38993,2020,Pasadena Independent School District,School District,1358873648,87775873,1397318316,0,271981,713080606,681880739,0,pasadena isd,52878,3736.03,648851000,656620000,50614,3752.34,671489000,654920000,Harris County,Pasadena,77502,NA,21-Suburb: Large,29.678147,-95.191679,4829,1-Metropolitan Area,49326,3828.17,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Pasadena%20Independent%20School%20District/TX%20Pasadena%20Independent%20School%20District%202020.pdf,-118975740,209167194,237273584,0.9724868216785043,"Pasadena, TX",-17.201124574313624,-4.425776796403294,-0.25130016580353925,-55.98951478021931,0.07294801298090339,-0.00306707494700871,-0.16946392936831473
TX,Texas,38877,2022,Plano Independent School District,School District,1068266206,306744250,1789995850,711712343,2525759,839741773,948783062,0,4835100,plano isd,52629,3855.13,864934000,825048000,50154,3786.89,883766000,793295000,Collin County,Plano,75075,7524,11-City: Large,33.018521,-96.746043,4803,1-Metropolitan Area,49400,3638.01,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Plano%20Independent%20School%20District/TX%20Plano%20Independent%20School%20District%202022.pdf,-197702961,74488392,147854332,0.5967981467666531,"Plano, TX",TX,Texas,38877,2020,Plano Independent School District,School District,1471969476,271048351,1850980859,0,3766513,872168012,929400425,0,plano isd,52629,3855.13,864934000,825048000,50154,3786.89,883766000,793295000,Collin County,Plano,75075,7524,11-City: Large,33.018521,-96.746043,4803,1-Metropolitan Area,49400,3638.01,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Plano%20Independent%20School%20District/TX%20Plano%20Independent%20School%20District%202020.pdf,-213815938,174271009,198353587,0.7952375459977676,"Plano, TX",-27.42606260403188,-3.7178890481940763,-0.2545920936635242,-57.257152278265636,0.02085499046334092,-0.032947401213509794,-0.249534746227477
TX,Texas,38905,2022,Lewisville Independent School District,School District,1607779084,82862247,1880814284,454111337,3137569,674570671,763197979,-175485567,4827300,lewisville isd,52189,3605.73,735535000,870650000,49361,3691.7,694752000,817532000,Denton County,Lewisville,75067,2616,21-Suburb: Large,33.044284,-97.035084,4826,1-Metropolitan Area,49205,3752.34,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Lewisville%20Independent%20School%20District/TX%20Lewisville%20Independent%20School%20District%202022.pdf,5765061,70028626,143876935,0.854831387488548,"Lewisville, TX",TX,Texas,38905,2020,Lewisville Independent School District,School District,2016853986,99441710,2027836981,0,3135613,675866265,752269010,0,lewisville isd,52189,3605.73,735535000,870650000,49361,3691.7,694752000,817532000,Denton County,Lewisville,75067,2616,21-Suburb: Large,33.044284,-97.035084,4826,1-Metropolitan Area,49205,3752.34,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Lewisville%20Independent%20School%20District/TX%20Lewisville%20Independent%20School%20District%202020.pdf,-23038965,159467259,183776610,0.9945838866225905,"Lewisville, TX",-20.282821901813175,-0.19169384049668464,-0.21710964741378133,-56.08589096022526,0.014528006410898143,-0.07250222694306412,-0.1405135363781271
TX,Texas,39253,2022,Round Rock Independent School District,School District,1348198749,169246744,1560566783,632597584,815706,623834463,633621167,0,4838080,round rock isd,50953,3537.26,592934000,595621000,48302,3562.27,581534000,730026000,Williamson County,Round Rock,78681,4941,12-City: Mid-size,30.511455,-97.697025,4831,1-Metropolitan Area,47167,3450.84,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Round%20Rock%20Independent%20School%20District/TX%20Round%20Rock%20Independent%20School%20District%202022.pdf,-159460040,60755425,133656092,0.863916087210476,"Round Rock, TX",TX,Texas,39253,2020,Round Rock Independent School District,School District,1540696369,104453665,1684889588,0,5473421,621266430,633743617,0,round rock isd,50953,3537.26,592934000,595621000,48302,3562.27,581534000,730026000,Williamson County,Round Rock,78681,4941,12-City: Mid-size,30.511455,-97.697025,4831,1-Metropolitan Area,47167,3450.84,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Round%20Rock%20Independent%20School%20District/TX%20Round%20Rock%20Independent%20School%20District%202020.pdf,-91976478,124392763,165202836,0.9144197815530688,"Round Rock, TX",-12.494195733383986,0.413354540981717,-0.19095764191360493,-51.15839255053769,-1.93216936179414e-4,-0.0737869151103093,-0.05523031693038874
TX,Texas,44074,2022,Humble Independent School District,School District,1367054363,131966205,1580263301,606985417,2514705,586047206,633237092,0,4823910,humble isd,45078,2931.02,539996000,572059000,45528,3123.61,592505000,715739000,Harris County,Humble,77338,NA,21-Suburb: Large,30.012879,-95.267822,4802,1-Metropolitan Area,48112,3200.11,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Humble%20Independent%20School%20District/TX%20Humble%20Independent%20School%20District%202022.pdf,-84776319,55777235,115558569,0.865080118063186,"Humble, TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UT,Utah,39330,2022,Alpine School District,School District,809933690,141824163,1928760747,714909788,3947121,766987776,922755140,0,4900030,alpine district,83540,3253.9,737336000,851034000,82800,NA,803172000,820336000,Utah County,American Fork,84003,NA,21-Suburb: Large,40.388401,-111.79653,4903,1-Metropolitan Area,86275,3308.62,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Alpine%20School%20District/UT%20Alpine%20School%20District%202022.pdf,13943201,-67529945,59817996,0.4199243951121326,"American Fork, UT",UT,Utah,39330,2020,Alpine School District,School District,1059030997,146552046,1706320468,0,4792707,768957816,758243762,-140618924,alpine district,83540,3253.9,737336000,851034000,82800,NA,803172000,820336000,Utah County,American Fork,84003,NA,21-Suburb: Large,40.388401,-111.79653,4903,1-Metropolitan Area,86275,3308.62,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Alpine%20School%20District/UT%20Alpine%20School%20District%202020.pdf,-157266100,185909219,66222363,0.6206518745223186,"American Fork, UT",-23.52124798099748,-0.2561961084221556,-0.09671003434293035,-136.32415076736996,0.21696370777396518,0.13036254512068596,-0.323413958210752
UT,Utah,39313,2022,Davis School District,School District,612899141,93272418,1451413933,606336140,13123830,674110332,819673603,0,4900210,davis district,74773,3055.61,714113000,703172000,72082,NA,740335000,705134000,Davis County,Farmington,84025,NA,21-Suburb: Large,40.980796,-111.886593,4902,1-Metropolitan Area,74486,3061.45,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Davis%20School%20District/UT%20Davis%20School%20District%202022.pdf,52290853,-65971070,-65971070,0.4222772891074348,"Farmington, UT",UT,Utah,39313,2020,Davis School District,School District,889548468,94121474,1323970264,0,11704564,694223529,728477766,0,davis district,74773,3055.61,714113000,703172000,72082,NA,740335000,705134000,Davis County,Farmington,84025,NA,21-Suburb: Large,40.980796,-111.886593,4902,1-Metropolitan Area,74486,3061.45,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Davis%20School%20District/UT%20Davis%20School%20District%202020.pdf,-59867237,181144594,0,0.6718794916983121,"Farmington, UT",-31.099972283916067,-2.897222027172173,-Inf,-136.41901121266693,0.1251868502462984,0.09625870947808537,-0.37149846910784096
UT,Utah,39321,2022,Granite School District,School District,433408113,97999158,1439409629,748257929,4645610,619422155,789408746,0,4900360,granite district,66276,2810.25,679625000,707146000,63430,NA,694821000,723646000,Salt Lake County,Salt Lake City,84115,NA,21-Suburb: Large,40.716144,-111.889344,4904,1-Metropolitan Area,62544,2785.77,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Granite%20School%20District/UT%20Granite%20School%20District%202022.pdf,71987433,-57991931,1620690,0.3011013017198595,"Salt Lake City, UT",UT,Utah,39321,2020,Granite School District,School District,604234008,83865317,1205457435,0,5101079,675672751,696323176,0,granite district,66276,2810.25,679625000,707146000,63430,NA,694821000,723646000,Salt Lake County,Salt Lake City,84115,NA,21-Suburb: Large,40.716144,-111.889344,4904,1-Metropolitan Area,62544,2785.77,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Granite%20School%20District/UT%20Granite%20School%20District%202020.pdf,-63214892,214554003,1982613,0.5012487296990291,"Salt Lake City, UT",-28.271479714528088,-8.32512424346679,-0.18254848525657807,-127.02906037134156,0.13368156225206557,0.19407752377420112,-0.3992976263487921
UT,Utah,39322,2022,Jordan School District,School District,341856873,85925380,1712219161,602511328,5598476,539122502,621924758,0,4900420,jordan district,57771,2535.29,513408000,566852000,57267,NA,553262000,571457000,Salt Lake County,West Jordan,84084,NA,21-Suburb: Large,40.61707,-111.983991,4904,1-Metropolitan Area,59363,2632.94,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Jordan%20School%20District/UT%20Jordan%20School%20District%202022.pdf,-3123124,-40718256,2919669,0.19965719388418876,"West Jordan, UT",UT,Utah,39322,2020,Jordan School District,School District,505146280,88685721,1611091159,0,4981898,538949305,534505057,24990530,jordan district,57771,2535.29,513408000,566852000,57267,NA,553262000,571457000,Salt Lake County,West Jordan,84084,NA,21-Suburb: Large,40.61707,-111.983991,4904,1-Metropolitan Area,59363,2632.94,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Jordan%20School%20District/UT%20Jordan%20School%20District%202020.pdf,-93129969,154946340,2387087,0.3135429532823847,"West Jordan, UT",-32.32517262128506,0.03213604663614883,0.22310958921899368,-126.27894018019398,0.1635526172393164,0.06276988203620326,-0.36322219397999844
VA,Virginia,1267421,2022,Fairfax County Public Schools,School District,3007244663,229727292,3637712523,885203047,39168520,3121966572,3657143582,-2888217323,5101260,fairfax county public schools,188887,13132.45,3154609000,3319353000,180028,13149.81,3288664000,3286505000,Fairfax County,Falls Church,22042,NA,21-Suburb: Large,38.868583,-77.22411,5111,1-Metropolitan Area,178479,13199,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/VA/Fairfax%20County%20Public%20Schools/VA%20Fairfax%20County%20Public%20Schools%202022.pdf,305449718,2163904859,380070500,0.8266856283959303,"Falls Church, VA",VA,Virginia,1267421,2020,Fairfax County Public Schools,School District,4569398476,175684715,3191956305,0,37753965,3270489937,3287156083,0,fairfax county public schools,188887,13132.45,3154609000,3319353000,180028,13149.81,3288664000,3286505000,Fairfax County,Falls Church,22042,NA,21-Suburb: Large,38.868583,-77.22411,5111,1-Metropolitan Area,178479,13199,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/VA/Fairfax%20County%20Public%20Schools/VA%20Fairfax%20County%20Public%20Schools%202020.pdf,-159018569,3769693854,435474585,1.4315354094422668,"Falls Church, VA",-34.1872966694621,-4.541318513771046,-0.1272269080869553,-42.5973316983316,0.11255550076050344,0.13964984962411633,-0.42251821160469155
VA,Virginia,1250808,2022,Prince William County Public Schools,School District,867756947,162964212,2546466919,725129922,41229878,1390687645,1593005209,-560300809,5103130,prince william county public schools,92237,5696.94,1302817000,1321655000,89548,5650.41,1425919000,1314351000,Prince William County,Manassas,20112,NA,21-Suburb: Large,38.63614,-77.434841,5101,1-Metropolitan Area,90070,5631,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/VA/Prince%20William%20County%20Public%20Schools/VA%20Prince%20William%20County%20Public%20Schools%202022.pdf,39353352,520381119,112806467,0.3407689848728799,"Manassas, VA",VA,Virginia,1250808,2020,Prince William County Public Schools,School District,1241056033,149774305,2208797405,0,36717959,1290526578,1408855587,-687968796,prince william county public schools,92237,5696.94,1302817000,1321655000,89548,5650.41,1425919000,1314351000,Prince William County,Manassas,20112,NA,21-Suburb: Large,38.63614,-77.434841,5101,1-Metropolitan Area,90070,5631,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/VA/Prince%20William%20County%20Public%20Schools/VA%20Prince%20William%20County%20Public%20Schools%202020.pdf,-31445296,-880640955,-159352777,0.5618695631345149,"Manassas, VA",-30.07914840860372,7.761255653891694,1.707903992159484,159.09117853825,0.13070865722449665,0.15287482375505598,-0.39350873008350196
