"","state.abb","state.name","id","year","name","category","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues","unrestricted","ncesID","name_nces","enrollment_20","fte_20","revenue_nces_20","expenditure_nces_20","enrollment_21","fte_21","revenue_nces_21","expenditure_nces_21","county","city","zip","zip4","locale","latitude","longitude","congresstional_code","metro_code","enrollment_22","fte_22","url"
"315","TX","Texas","44074",2022,"humble independent school district","School District",1367054363,131966205,55777235,0,115558569,0,1580263301,606985417,"2514705",586047206,633237092,0,"4823910","humble isd",45078,2931.02,"539996000","572059000",45528,3123.61,"592505000","715739000","Harris County","HUMBLE",77338,NA,"21-Suburb: Large",30.012879,-95.267822,4802,"1-Metropolitan Area",48112,3200.11,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Humble%20Independent%20School%20District/TX%20Humble%20Independent%20School%20District%202022.pdf"
"316","TX","Texas","44074",2023,"humble independent school district","School District",1586742048,187497889,147194153,NA,80545548,NA,1754075400,469122345,"2353234",661473631,674044542,-35215924,"4823910","humble isd",45078,2931.02,"539996000","572059000",45528,3123.61,"592505000","715739000","Harris County","HUMBLE",77338,NA,"21-Suburb: Large",30.012879,-95.267822,4802,"1-Metropolitan Area",48112,3200.11,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Humble%20Independent%20School%20District/TX%20Humble%20Independent%20School%20District%202023.pdf"
"317","TX","Texas","38990",2020,"katy independent school district","School District",2787669152,108378177,223796599,0,281189550,0,2801085701,0,"33037942",1072886090,1089968833,0,"4825170","katy isd",83423,5602.56,"1047002000","1069512000",84176,5881.77,"1079966000","1088519000","Fort Bend County","KATY",77494,"1057","21-Suburb: Large",29.7803,-95.8327,4822,"1-Metropolitan Area",88368,6080.62,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Katy%20Independent%20School%20District/TX%20Katy%20Independent%20School%20District%202020.pdf"
"318","TX","Texas","38990",2021,"katy independent school district","School District",2638649634,97454123,239987931,0,232773193,0,2714053319,0,"31456154",1091806035,1099696832,0,"4825170","katy isd",83423,5602.56,"1047002000","1069512000",84176,5881.77,"1079966000","1088519000","Fort Bend County","KATY",77494,"1057","21-Suburb: Large",29.7803,-95.8327,4822,"1-Metropolitan Area",88368,6080.62,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Katy%20Independent%20School%20District/TX%20Katy%20Independent%20School%20District%202021.pdf"
"319","TX","Texas","38990",2022,"katy independent school district","School District",2922065682,142808791,120591481,0,244188502,0,3162247613,842499353,"35246339",1105704784,1171057117,0,"4825170","katy isd",83423,5602.56,"1047002000","1069512000",84176,5881.77,"1079966000","1088519000","Fort Bend County","KATY",77494,"1057","21-Suburb: Large",29.7803,-95.8327,4822,"1-Metropolitan Area",88368,6080.62,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Katy%20Independent%20School%20District/TX%20Katy%20Independent%20School%20District%202022.pdf"
"320","TX","Texas","38990",2023,"katy independent school district","School District",3168199206,295068210,299161093,NA,159091392,NA,3411702081,790760851,"37316947",1218573936,1313330927,-151974205,"4825170","katy isd",83423,5602.56,"1047002000","1069512000",84176,5881.77,"1079966000","1088519000","Fort Bend County","KATY",77494,"1057","21-Suburb: Large",29.7803,-95.8327,4822,"1-Metropolitan Area",88368,6080.62,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Katy%20Independent%20School%20District/TX%20Katy%20Independent%20School%20District%202023.pdf"
"321","TX","Texas","38991",2020,"klein independent school district","School District",1688085132,93750833,171536152,0,192705677,0,1676612422,0,"3764296",572606002,622051034,-112955072,"4825740","klein isd",54096,3530.5,"594459000","555899000",52824,3617.09,"629979000","618854000","Harris County","KLEIN",77379,"3299","21-Suburb: Large",30.04787,-95.533248,4802,"1-Metropolitan Area",53294,3653.1,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Klein%20Independent%20School%20District/TX%20Klein%20Independent%20School%20District%202020.pdf"
"322","TX","Texas","38991",2021,"klein independent school district","School District",1579426495,89156006,157094062,0,151372041,0,1653012423,0,"4692584",627388134,646937897,0,"4825740","klein isd",54096,3530.5,"594459000","555899000",52824,3617.09,"629979000","618854000","Harris County","KLEIN",77379,"3299","21-Suburb: Large",30.04787,-95.533248,4802,"1-Metropolitan Area",53294,3653.1,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Klein%20Independent%20School%20District/TX%20Klein%20Independent%20School%20District%202021.pdf"
"323","TX","Texas","38991",2022,"klein independent school district","School District",1451632789,92691281,77661481,0,155117901,0,1653374880,476986499,"2820116",606175507,667137983,0,"4825740","klein isd",54096,3530.5,"594459000","555899000",52824,3617.09,"629979000","618854000","Harris County","KLEIN",77379,"3299","21-Suburb: Large",30.04787,-95.533248,4802,"1-Metropolitan Area",53294,3653.1,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Klein%20Independent%20School%20District/TX%20Klein%20Independent%20School%20District%202022.pdf"
"324","TX","Texas","38991",2023,"klein independent school district","School District",1624471615,166032485,186742449,NA,98832051,NA,1816064147,598075407,"1501769",646309210,696464745,-89793614,"4825740","klein isd",54096,3530.5,"594459000","555899000",52824,3617.09,"629979000","618854000","Harris County","KLEIN",77379,"3299","21-Suburb: Large",30.04787,-95.533248,4802,"1-Metropolitan Area",53294,3653.1,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Klein%20Independent%20School%20District/TX%20Klein%20Independent%20School%20District%202023.pdf"
"325","TX","Texas","38905",2020,"lewisville independent school district","School District",2016853986,99441710,159467259,0,183776610,0,2027836981,702320233,"3135613",675866265,752269010,-358162820,"4827300","lewisville isd",52189,3605.73,"735535000","870650000",49361,3691.7,"694752000","817532000","Denton County","LEWISVILLE",75067,"2616","21-Suburb: Large",33.044284,-97.035084,4826,"1-Metropolitan Area",49205,3752.34,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Lewisville%20Independent%20School%20District/TX%20Lewisville%20Independent%20School%20District%202020.pdf"
"326","TX","Texas","38905",2021,"lewisville independent school district","School District",1817886278,94556356,120078526,0,139565467,0,1968237681,0,"3512141",707878440,762324280,-364086019,"4827300","lewisville isd",52189,3605.73,"735535000","870650000",49361,3691.7,"694752000","817532000","Denton County","LEWISVILLE",75067,"2616","21-Suburb: Large",33.044284,-97.035084,4826,"1-Metropolitan Area",49205,3752.34,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Lewisville%20Independent%20School%20District/TX%20Lewisville%20Independent%20School%20District%202021.pdf"
"327","TX","Texas","38905",2022,"lewisville independent school district","School District",1607779084,82862247,70028626,0,143876935,0,1880814284,454536743,"3137569",674570671,763197979,-175485567,"4827300","lewisville isd",52189,3605.73,"735535000","870650000",49361,3691.7,"694752000","817532000","Denton County","LEWISVILLE",75067,"2616","21-Suburb: Large",33.044284,-97.035084,4826,"1-Metropolitan Area",49205,3752.34,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Lewisville%20Independent%20School%20District/TX%20Lewisville%20Independent%20School%20District%202022.pdf"
"328","TX","Texas","38905",2023,"lewisville independent school district","School District",1461941594,184602176,174287316,NA,89013486,NA,1785474487,377898281,"3071534",767696265,869787302,-173206728,"4827300","lewisville isd",52189,3605.73,"735535000","870650000",49361,3691.7,"694752000","817532000","Denton County","LEWISVILLE",75067,"2616","21-Suburb: Large",33.044284,-97.035084,4826,"1-Metropolitan Area",49205,3752.34,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Lewisville%20Independent%20School%20District/TX%20Lewisville%20Independent%20School%20District%202023.pdf"
"329","TX","Texas","38819",2020,"north east independent school district","School District",2132074073,113954179,184611924,0,237167621,0,1972781572,0,"5217375",836862448,803857410,0,"4832940","north east isd",64539,4255.59,"759969000","769730000",60483,4224.64,"773233000","713563000","Bexar County","SAN ANTONIO",78217,NA,"11-City: Large",29.521666,-98.456886,4821,"1-Metropolitan Area",59830,4001.53,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/North%20East%20Independent%20School%20District/TX%20North%20East%20Independent%20School%20District%202020.pdf"
"330","TX","Texas","38819",2021,"north east independent school district","School District",2030620656,109566876,172926149,0,189664039,0,1938563629,0,"5381750",782352730,794725340,0,"4832940","north east isd",64539,4255.59,"759969000","769730000",60483,4224.64,"773233000","713563000","Bexar County","SAN ANTONIO",78217,NA,"11-City: Large",29.521666,-98.456886,4821,"1-Metropolitan Area",59830,4001.53,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/North%20East%20Independent%20School%20District/TX%20North%20East%20Independent%20School%20District%202021.pdf"
"331","TX","Texas","38819",2022,"north east independent school district","School District",1856368896,109611476,81593041,0,183769031,0,1941826628,526522038,"4229425",739975203,843447483,0,"4832940","north east isd",64539,4255.59,"759969000","769730000",60483,4224.64,"773233000","713563000","Bexar County","SAN ANTONIO",78217,NA,"11-City: Large",29.521666,-98.456886,4821,"1-Metropolitan Area",59830,4001.53,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/North%20East%20Independent%20School%20District/TX%20North%20East%20Independent%20School%20District%202022.pdf"
"332","TX","Texas","38819",2023,"north east independent school district","School District",1841918408,185437351,214245509,NA,123197628,NA,1944712135,587264372,"3094580",770430628,871247456,-135847523,"4832940","north east isd",64539,4255.59,"759969000","769730000",60483,4224.64,"773233000","713563000","Bexar County","SAN ANTONIO",78217,NA,"11-City: Large",29.521666,-98.456886,4821,"1-Metropolitan Area",59830,4001.53,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/North%20East%20Independent%20School%20District/TX%20North%20East%20Independent%20School%20District%202023.pdf"
"333","TX","Texas","38820",2020,"northside independent school district (bexar county)","School District",3032820362,109812382,330423641,0,386107674,0,2963173954,0,"8629236",1297554866,1322943080,0,"4833120","northside isd",107817,7001.95,"1281221000","1325003000",103151,6844.94,"1223549000","1344525000","Bexar County","SAN ANTONIO",78238,"1699","11-City: Large",29.490785,-98.601414,4820,"1-Metropolitan Area",102377,6792.17,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Northside%20Independent%20School%20District%20(Bexar%20County)/TX%20Northside%20Independent%20School%20District%20(Bexar%20County)%202020.pdf"
"334","TX","Texas","38820",2021,"northside independent school district (bexar county)","School District",3133192193,111604773,304096292,0,298608482,0,3222278252,0,"8424199",1279234386,1314426478,0,"4833120","northside isd",107817,7001.95,"1281221000","1325003000",103151,6844.94,"1223549000","1344525000","Bexar County","SAN ANTONIO",78238,"1699","11-City: Large",29.490785,-98.601414,4820,"1-Metropolitan Area",102377,6792.17,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Northside%20Independent%20School%20District%20(Bexar%20County)/TX%20Northside%20Independent%20School%20District%20(Bexar%20County)%202021.pdf"
"335","TX","Texas","38820",2022,"northside independent school district (bexar county)","School District",3044379243,152711986,137638982,0,288188237,0,3429226472,883699648,"8432290",1245917923,1402718826,0,"4833120","northside isd",107817,7001.95,"1281221000","1325003000",103151,6844.94,"1223549000","1344525000","Bexar County","SAN ANTONIO",78238,"1699","11-City: Large",29.490785,-98.601414,4820,"1-Metropolitan Area",102377,6792.17,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Northside%20Independent%20School%20District%20(Bexar%20County)/TX%20Northside%20Independent%20School%20District%20(Bexar%20County)%202022.pdf"
"336","TX","Texas","38820",2023,"northside independent school district (bexar county)","School District",3221328913,240597346,347239897,NA,184582808,NA,3657298975,1028790840,"8441695",1309473990,1482781540,-167485166,"4833120","northside isd",107817,7001.95,"1281221000","1325003000",103151,6844.94,"1223549000","1344525000","Bexar County","SAN ANTONIO",78238,"1699","11-City: Large",29.490785,-98.601414,4820,"1-Metropolitan Area",102377,6792.17,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Northside%20Independent%20School%20District%20(Bexar%20County)/TX%20Northside%20Independent%20School%20District%20(Bexar%20County)%202023.pdf"
"337","TX","Texas","38993",2020,"pasadena independent school district","School District",1358873648,87775873,209167194,0,237273584,0,1397318316,0,"271981",713080606,681880739,0,"4834320","pasadena isd",52878,3736.03,"648851000","656620000",50614,3752.34,"671489000","654920000","Harris County","PASADENA",77502,NA,"21-Suburb: Large",29.678147,-95.191679,4829,"1-Metropolitan Area",49326,3828.17,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Pasadena%20Independent%20School%20District/TX%20Pasadena%20Independent%20School%20District%202020.pdf"
"338","TX","Texas","38993",2021,"pasadena independent school district","School District",1284380268,136952210,192750901,0,177412041,0,1413907851,0,"244821",653310985,655314293,0,"4834320","pasadena isd",52878,3736.03,"648851000","656620000",50614,3752.34,"671489000","654920000","Harris County","PASADENA",77502,NA,"21-Suburb: Large",29.678147,-95.191679,4829,"1-Metropolitan Area",49326,3828.17,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Pasadena%20Independent%20School%20District/TX%20Pasadena%20Independent%20School%20District%202021.pdf"
"339","TX","Texas","38993",2022,"pasadena independent school district","School District",1125132099,102934443,92055497,0,177646693,0,1393032636,311387594,"194745",681521250,731622584,-201110592,"4834320","pasadena isd",52878,3736.03,"648851000","656620000",50614,3752.34,"671489000","654920000","Harris County","PASADENA",77502,NA,"21-Suburb: Large",29.678147,-95.191679,4829,"1-Metropolitan Area",49326,3828.17,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Pasadena%20Independent%20School%20District/TX%20Pasadena%20Independent%20School%20District%202022.pdf"
"340","TX","Texas","38993",2023,"pasadena independent school district","School District",1326238041,162039522,247845571,NA,125697593,NA,1532860070,479995450,"583082",720317058,752629812,-217544924,"4834320","pasadena isd",52878,3736.03,"648851000","656620000",50614,3752.34,"671489000","654920000","Harris County","PASADENA",77502,NA,"21-Suburb: Large",29.678147,-95.191679,4829,"1-Metropolitan Area",49326,3828.17,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Pasadena%20Independent%20School%20District/TX%20Pasadena%20Independent%20School%20District%202023.pdf"
"341","TX","Texas","38877",2020,"plano independent school district","School District",1471969476,271048351,174271009,0,198353587,0,1850980859,0,"3766513",872168012,929400425,0,"4835100","plano isd",52629,3855.13,"864934000","825048000",50154,3786.89,"883766000","793295000","Collin County","PLANO",75075,"7524","11-City: Large",33.018521,-96.746043,4803,"1-Metropolitan Area",49400,3638.01,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Plano%20Independent%20School%20District/TX%20Plano%20Independent%20School%20District%202020.pdf"
"342","TX","Texas","38877",2021,"plano independent school district","School District",1284946545,288354208,158421891,0,150887500,0,1816905360,0,"3602657",844601999,924823455,0,"4835100","plano isd",52629,3855.13,"864934000","825048000",50154,3786.89,"883766000","793295000","Collin County","PLANO",75075,"7524","11-City: Large",33.018521,-96.746043,4803,"1-Metropolitan Area",49400,3638.01,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Plano%20Independent%20School%20District/TX%20Plano%20Independent%20School%20District%202021.pdf"
"343","TX","Texas","38877",2022,"plano independent school district","School District",1068266206,306744250,74488392,0,147854332,0,1789995850,711712343,"2525759",839741773,948783062,0,"4835100","plano isd",52629,3855.13,"864934000","825048000",50154,3786.89,"883766000","793295000","Collin County","PLANO",75075,"7524","11-City: Large",33.018521,-96.746043,4803,"1-Metropolitan Area",49400,3638.01,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Plano%20Independent%20School%20District/TX%20Plano%20Independent%20School%20District%202022.pdf"
"344","TX","Texas","38877",2023,"plano independent school district","School District",1703088571,425354413,176812125,NA,91351241,NA,2492973005,1447772767,"2614170",897333130,1025397079,-61498750,"4835100","plano isd",52629,3855.13,"864934000","825048000",50154,3786.89,"883766000","793295000","Collin County","PLANO",75075,"7524","11-City: Large",33.018521,-96.746043,4803,"1-Metropolitan Area",49400,3638.01,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Plano%20Independent%20School%20District/TX%20Plano%20Independent%20School%20District%202023.pdf"
"345","TX","Texas","39253",2020,"round rock independent school district","School District",1540696369,104453665,124392763,0,165202836,0,1684889588,0,"5473421",621266430,633743617,0,"4838080","round rock isd",50953,3537.26,"592934000","595621000",48302,3562.27,"581534000","730026000","Williamson County","ROUND ROCK",78681,"4941","12-City: Mid-size",30.511455,-97.697025,4831,"1-Metropolitan Area",47167,3450.84,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Round%20Rock%20Independent%20School%20District/TX%20Round%20Rock%20Independent%20School%20District%202020.pdf"
"346","TX","Texas","39253",2021,"round rock independent school district","School District",1439049973,114356777,122550951,0,132474011,0,1590469833,0,"4990571",660015429,626539935,0,"4838080","round rock isd",50953,3537.26,"592934000","595621000",48302,3562.27,"581534000","730026000","Williamson County","ROUND ROCK",78681,"4941","12-City: Mid-size",30.511455,-97.697025,4831,"1-Metropolitan Area",47167,3450.84,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Round%20Rock%20Independent%20School%20District/TX%20Round%20Rock%20Independent%20School%20District%202021.pdf"
"347","TX","Texas","39253",2022,"round rock independent school district","School District",1348198749,169246744,60755425,0,133656092,0,1560566783,632597584,"815706",623834463,633621167,0,"4838080","round rock isd",50953,3537.26,"592934000","595621000",48302,3562.27,"581534000","730026000","Williamson County","ROUND ROCK",78681,"4941","12-City: Mid-size",30.511455,-97.697025,4831,"1-Metropolitan Area",47167,3450.84,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Round%20Rock%20Independent%20School%20District/TX%20Round%20Rock%20Independent%20School%20District%202022.pdf"
"348","TX","Texas","39253",2023,"round rock independent school district","School District",1369970163,282483625,147761477,NA,83500750,NA,1526147048,580471430,"10210907",721731784,709869145,-160606401,"4838080","round rock isd",50953,3537.26,"592934000","595621000",48302,3562.27,"581534000","730026000","Williamson County","ROUND ROCK",78681,"4941","12-City: Mid-size",30.511455,-97.697025,4831,"1-Metropolitan Area",47167,3450.84,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/TX/Round%20Rock%20Independent%20School%20District/TX%20Round%20Rock%20Independent%20School%20District%202023.pdf"
"349","UT","Utah","39330",2020,"alpine school district","School District",1059030997,146552046,185909219,0,66222363,0,1706320468,0,"4792707",768957816,758243762,-140618924,"4900030","alpine district",83540,3253.9,"737336000","851034000",82800,NA,"803172000","820336000","Utah County","American Fork",84003,NA,"21-Suburb: Large",40.388401,-111.79653,4903,"1-Metropolitan Area",86275,3308.62,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Alpine%20School%20District/UT%20Alpine%20School%20District%202020.pdf"
"350","UT","Utah","39330",2021,"alpine school district","School District",943091448,142454666,114028597,1383774,51252537,0,1766448799,0,"5348413",737124522,827245124,0,"4900030","alpine district",83540,3253.9,"737336000","851034000",82800,NA,"803172000","820336000","Utah County","American Fork",84003,NA,"21-Suburb: Large",40.388401,-111.79653,4903,"1-Metropolitan Area",86275,3308.62,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Alpine%20School%20District/UT%20Alpine%20School%20District%202021.pdf"
"351","UT","Utah","39330",2022,"alpine school district","School District",809933690,141824163,0,67529945,59817996,0,1928760747,714909788,"3947121",766987776,922755140,0,"4900030","alpine district",83540,3253.9,"737336000","851034000",82800,NA,"803172000","820336000","Utah County","American Fork",84003,NA,"21-Suburb: Large",40.388401,-111.79653,4903,"1-Metropolitan Area",86275,3308.62,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Alpine%20School%20District/UT%20Alpine%20School%20District%202022.pdf"
"352","UT","Utah","39330",2023,"alpine school district","School District",1020799391,233472037,201401836,NA,34198414,NA,1970897631,834544710,"4641351",909246593,1000288352,30569131,"4900030","alpine district",83540,3253.9,"737336000","851034000",82800,NA,"803172000","820336000","Utah County","American Fork",84003,NA,"21-Suburb: Large",40.388401,-111.79653,4903,"1-Metropolitan Area",86275,3308.62,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Alpine%20School%20District/UT%20Alpine%20School%20District%202023.pdf"
"353","UT","Utah","39313",2020,"davis school district","School District",889548468,94121474,181144594,0,0,0,1323970264,0,"11704564",694223529,728477766,0,"4900210","davis district",74773,3055.61,"714113000","703172000",72082,NA,"740335000","705134000","Davis County","Farmington",84025,NA,"21-Suburb: Large",40.980796,-111.886593,4902,"1-Metropolitan Area",74486,3061.45,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Davis%20School%20District/UT%20Davis%20School%20District%202020.pdf"
"354","UT","Utah","39313",2021,"davis school district","School District",768515216,94343801,111366038,2087893,0,0,1348366970,0,"12777396",674010309,752601142,0,"4900210","davis district",74773,3055.61,"714113000","703172000",72082,NA,"740335000","705134000","Davis County","Farmington",84025,NA,"21-Suburb: Large",40.980796,-111.886593,4902,"1-Metropolitan Area",74486,3061.45,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Davis%20School%20District/UT%20Davis%20School%20District%202021.pdf"
"355","UT","Utah","39313",2022,"davis school district","School District",612899141,93272418,0,65971070,0,0,1451413933,606336140,"13123830",674110332,819673603,0,"4900210","davis district",74773,3055.61,"714113000","703172000",72082,NA,"740335000","705134000","Davis County","Farmington",84025,NA,"21-Suburb: Large",40.980796,-111.886593,4902,"1-Metropolitan Area",74486,3061.45,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Davis%20School%20District/UT%20Davis%20School%20District%202022.pdf"
"356","UT","Utah","39313",2023,"davis school district","School District",919896513,202429714,187852226,NA,NA,NA,1566235580,776367900,"14622209",805968283,880484352,96640036,"4900210","davis district",74773,3055.61,"714113000","703172000",72082,NA,"740335000","705134000","Davis County","Farmington",84025,NA,"21-Suburb: Large",40.980796,-111.886593,4902,"1-Metropolitan Area",74486,3061.45,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Davis%20School%20District/UT%20Davis%20School%20District%202023.pdf"
"357","UT","Utah","39321",2020,"granite school district","School District",604234008,83865317,214554003,0,1982613,0,1205457435,0,"5101079",675672751,696323176,0,"4900360","granite district",66276,2810.25,"679625000","707146000",63430,NA,"694821000","723646000","Salt Lake County","SALT LAKE CITY",84115,NA,"21-Suburb: Large",40.716144,-111.889344,4904,"1-Metropolitan Area",62544,2785.77,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Granite%20School%20District/UT%20Granite%20School%20District%202020.pdf"
"358","UT","Utah","39321",2021,"granite school district","School District",566792149,86232007,134437593,9860,1880526,0,1278859750,0,"5205942",671159271,714703095,-49399046,"4900360","granite district",66276,2810.25,"679625000","707146000",63430,NA,"694821000","723646000","Salt Lake County","SALT LAKE CITY",84115,NA,"21-Suburb: Large",40.716144,-111.889344,4904,"1-Metropolitan Area",62544,2785.77,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Granite%20School%20District/UT%20Granite%20School%20District%202021.pdf"
"359","UT","Utah","39321",2022,"granite school district","School District",433408113,97999158,15817857,73809788,1620690,0,1439409629,748257929,"4645610",619422155,789408746,0,"4900360","granite district",66276,2810.25,"679625000","707146000",63430,NA,"694821000","723646000","Salt Lake County","SALT LAKE CITY",84115,NA,"21-Suburb: Large",40.716144,-111.889344,4904,"1-Metropolitan Area",62544,2785.77,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Granite%20School%20District/UT%20Granite%20School%20District%202022.pdf"
"360","UT","Utah","39321",2023,"granite school district","School District",600773658,160968462,195934030,NA,1148820,NA,1448138611,741249292,"5117245",731657242,829302033,69917738,"4900360","granite district",66276,2810.25,"679625000","707146000",63430,NA,"694821000","723646000","Salt Lake County","SALT LAKE CITY",84115,NA,"21-Suburb: Large",40.716144,-111.889344,4904,"1-Metropolitan Area",62544,2785.77,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Granite%20School%20District/UT%20Granite%20School%20District%202023.pdf"
"361","UT","Utah","39322",2020,"jordan school district","School District",505146280,88685721,154946340,0,2387087,0,1611091159,0,"4981898",538949305,534505057,24990530,"4900420","jordan district",57771,2535.29,"513408000","566852000",57267,NA,"553262000","571457000","Salt Lake County","WEST JORDAN",84084,NA,"21-Suburb: Large",40.61707,-111.983991,4904,"1-Metropolitan Area",59363,2632.94,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Jordan%20School%20District/UT%20Jordan%20School%20District%202020.pdf"
"362","UT","Utah","39322",2021,"jordan school district","School District",452332183,85979985,101255162,719866,2102296,0,1617187442,0,"5722116",550299948,568610702,31534864,"4900420","jordan district",57771,2535.29,"513408000","566852000",57267,NA,"553262000","571457000","Salt Lake County","WEST JORDAN",84084,NA,"21-Suburb: Large",40.61707,-111.983991,4904,"1-Metropolitan Area",59363,2632.94,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Jordan%20School%20District/UT%20Jordan%20School%20District%202021.pdf"
"363","UT","Utah","39322",2022,"jordan school district","School District",341856873,85925380,8581342,49299598,2919669,0,1712219161,602511328,"5598476",539122502,621924758,0,"4900420","jordan district",57771,2535.29,"513408000","566852000",57267,NA,"553262000","571457000","Salt Lake County","WEST JORDAN",84084,NA,"21-Suburb: Large",40.61707,-111.983991,4904,"1-Metropolitan Area",59363,2632.94,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Jordan%20School%20District/UT%20Jordan%20School%20District%202022.pdf"
"364","UT","Utah","39322",2023,"jordan school district","School District",515319168,131377992,151598764,NA,1847356,NA,1740138902,694363607,"6079945",656119925,700237652,116862879,"4900420","jordan district",57771,2535.29,"513408000","566852000",57267,NA,"553262000","571457000","Salt Lake County","WEST JORDAN",84084,NA,"21-Suburb: Large",40.61707,-111.983991,4904,"1-Metropolitan Area",59363,2632.94,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/UT/Jordan%20School%20District/UT%20Jordan%20School%20District%202023.pdf"
"365","VA","Virginia","1267422",2020,"chesterfield county school board","School District",880118646,0,16290927,0,0,0,174038408,0,"0",643375054,663932478,-713672330,"5100840","chesterfield county public schools",62614,3970.22,"717691000","798770000",60840,4212.09,"757010000","800538000","Chesterfield County","Chesterfield",23832,NA,"21-Suburb: Large",37.37668,-77.503361,5104,"1-Metropolitan Area",62445,4149,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/VA/Chesterfield%20County%20Public%20Schools/VA%20Chesterfield%20County%20Public%20Schools%202020.pdf"
"366","VA","Virginia","1267422",2021,"chesterfield county school board","School District",896465565,464246054,20311386,0,0,0,195900000,122995915,NA,683044617,717270187,-695900000,"5100840","chesterfield county public schools",62614,3970.22,"717691000","798770000",60840,4212.09,"757010000","800538000","Chesterfield County","Chesterfield",23832,NA,"21-Suburb: Large",37.37668,-77.503361,5104,"1-Metropolitan Area",62445,4149,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/VA/Chesterfield%20County%20School%20Board/VA%20Chesterfield%20County%20School%20Board%202021.pdf"
